id,position,multiplier,is_captain,is_vice_captain,is_substitute
307,1,1,False,False,False
357,2,1,False,False,False
448,3,1,False,False,False
285,4,1,False,False,False
19,5,1,False,False,False
293,6,1,False,False,False
7,7,1,False,False,False
283,8,1,False,True,False
210,9,1,False,False,False
28,10,1,False,False,False
318,11,3,True,False,False
81,12,0,False,False,True
346,13,0,False,False,True
295,14,0,False,False,True
253,15,0,False,False,True
113,1,1,False,False,False
146,2,1,False,False,False
357,3,1,False,False,False
306,4,1,False,False,False
285,5,1,False,False,False
486,6,1,False,False,False
283,7,2,True,False,False
446,8,1,False,False,False
19,9,1,False,False,False
318,10,1,False,True,False
28,11,1,False,False,False
207,12,0,False,False,True
313,13,0,False,False,True
346,14,0,False,False,True
237,15,0,False,False,True
376,1,1,False,False,False
285,2,2,True,False,False
306,3,1,False,True,False
26,4,1,False,False,False
146,5,1,False,False,False
13,6,1,False,False,False
293,7,1,False,False,False
246,8,1,False,False,False
318,9,1,False,False,False
28,10,1,False,False,False
427,11,1,False,False,False
254,12,0,False,False,True
45,13,0,False,False,True
295,14,0,False,False,True
346,15,0,False,False,True
307,1,1,False,False,False
146,2,1,False,False,False
448,3,1,False,False,False
285,4,1,False,False,False
16,5,1,False,False,False
306,6,1,False,False,False
19,7,1,False,False,False
283,8,1,False,True,False
111,9,1,False,False,False
318,10,1,False,False,False
28,11,2,True,False,False
254,12,0,False,False,True
369,13,0,False,False,True
346,14,0,False,False,True
54,15,0,False,False,True
113,1,1,False,False,False
146,2,1,False,False,False
306,3,1,False,False,False
342,4,1,False,False,False
468,5,1,False,False,False
369,6,1,False,False,False
301,7,1,False,False,False
13,8,1,False,False,False
318,9,2,True,False,False
28,10,1,False,True,False
210,11,1,False,False,False
355,12,0,False,False,True
160,13,0,False,False,True
313,14,0,False,False,True
33,15,0,False,False,True
81,1,1,False,False,False
342,2,1,False,False,False
139,3,1,False,False,False
146,4,1,False,False,False
306,5,1,False,False,False
83,6,1,False,False,False
283,7,1,False,False,False
19,8,1,False,False,False
293,9,1,False,False,False
318,10,1,False,True,False
28,11,2,True,False,False
207,12,0,False,False,True
313,13,0,False,False,True
54,14,0,False,False,True
346,15,0,False,False,True
81,1,1,False,False,False
306,2,1,False,False,False
510,3,1,False,False,False
112,4,1,False,False,False
19,5,1,False,False,False
486,6,1,False,False,False
293,7,1,False,False,False
314,8,1,False,False,False
279,9,2,True,False,False
28,10,1,False,True,False
318,11,1,False,False,False
182,12,0,False,False,True
160,13,0,False,False,True
313,14,0,False,False,True
457,15,0,False,False,True
307,1,1,False,False,False
146,2,1,False,False,False
280,3,1,False,False,False
299,4,1,False,False,False
13,5,1,False,False,False
368,6,1,False,False,False
293,7,1,False,False,False
45,8,1,False,False,False
28,9,1,False,True,False
318,10,2,True,False,False
427,11,1,False,False,False
254,12,0,False,False,True
