id,position,multiplier,is_captain,is_vice_captain,is_substitute
376,1,1,False,False,False
357,2,1,False,False,False
448,3,1,False,False,False
342,4,1,False,False,False
369,5,1,False,False,False
428,6,1,False,False,False
283,7,2,True,False,False
335,8,1,False,False,False
80,9,1,False,False,False
427,10,1,False,True,False
279,11,1,False,False,False
81,12,0,False,False,True
346,13,0,False,False,True
268,14,0,False,False,True
295,15,0,False,False,True
376,1,1,False,False,False
295,2,1,False,False,False
357,3,1,False,False,False
268,4,1,False,False,False
346,5,1,False,False,False
428,6,1,False,False,False
195,7,1,False,False,False
45,8,1,False,False,False
210,9,2,False,True,False
318,10,1,True,False,False
427,11,1,False,False,False
254,12,0,False,False,True
13,13,0,False,False,True
306,14,0,False,False,True
26,15,0,False,False,True
133,1,1,False,False,False
357,2,1,False,False,False
165,3,1,False,False,False
280,4,1,False,False,False
111,5,1,False,False,False
283,6,2,True,False,False
142,7,1,False,False,False
369,8,1,False,False,False
66,9,1,False,True,False
210,10,1,False,False,False
427,11,1,False,False,False
281,12,0,False,False,True
225,13,0,False,False,True
106,14,0,False,False,True
127,15,0,False,False,True
376,1,1,False,False,False
357,2,1,False,False,False
165,3,1,False,False,False
280,4,1,False,False,False
106,5,1,False,False,False
283,6,2,True,False,False
111,7,1,False,False,False
304,8,1,False,False,False
297,9,1,False,False,False
427,10,1,False,True,False
210,11,1,False,False,False
254,12,0,False,False,True
346,13,0,False,False,True
268,14,0,False,False,True
45,15,0,False,False,True
113,1,1,False,False,False
342,2,1,False,False,False
284,3,1,False,False,False
357,4,1,False,False,False
160,5,1,False,False,False
369,6,1,False,False,False
111,7,1,False,False,False
264,8,1,False,False,False
279,9,2,True,False,False
427,10,1,False,True,False
210,11,1,False,False,False
254,12,0,False,False,True
468,13,0,False,False,True
139,14,0,False,False,True
526,15,0,False,False,True
113,1,1,False,False,False
106,2,1,False,False,False
285,3,1,False,False,False
357,4,1,False,False,False
283,5,1,False,True,False
111,6,1,False,False,False
142,7,1,False,False,False
369,8,1,False,False,False
356,9,1,False,False,False
427,10,2,True,False,False
210,11,1,False,False,False
