id,position,multiplier,is_captain,is_vice_captain,is_substitute
281,1,1,False,False,False
357,2,1,False,False,False
448,3,1,False,False,False
306,4,1,False,False,False
19,5,1,False,False,False
111,6,1,False,False,False
314,7,1,False,False,False
335,8,1,False,False,False
80,9,1,False,False,False
427,10,1,False,True,False
318,11,2,True,False,False
81,12,0,False,False,True
346,13,0,False,False,True
342,14,0,False,False,True
295,15,0,False,False,True
376,1,1,False,False,False
268,2,1,False,False,False
295,3,1,False,False,False
357,4,1,False,False,False
195,5,1,False,False,False
346,6,1,False,False,False
45,7,1,False,False,False
428,8,1,False,False,False
210,9,1,False,True,False
427,10,1,False,False,False
318,11,2,True,False,False
254,12,0,False,False,True
13,13,0,False,False,True
306,14,0,False,False,True
26,15,0,False,False,True
254,1,1,False,False,False
357,2,1,False,False,False
26,3,1,False,False,False
306,4,1,False,False,False
19,5,1,False,False,False
314,6,1,False,False,False
261,7,1,False,False,False
160,8,1,False,False,False
318,9,2,True,False,False
427,10,1,False,True,False
28,11,1,False,False,False
376,12,0,False,False,True
346,13,0,False,False,True
258,14,0,False,False,True
295,15,0,False,False,True
254,1,1,False,False,False
357,2,1,False,False,False
306,3,1,False,False,False
285,4,1,False,False,False
167,5,1,False,False,False
314,6,1,False,False,False
19,7,1,False,False,False
13,8,1,False,False,False
318,9,2,True,False,False
427,10,1,False,True,False
80,11,1,False,False,False
376,12,0,False,False,True
346,13,0,False,False,True
268,14,0,False,False,True
45,15,0,False,False,True
254,1,1,False,False,False
139,2,1,False,False,False
306,3,1,False,False,False
357,4,1,False,False,False
13,5,1,False,False,False
301,6,1,False,False,False
160,7,1,False,False,False
468,8,1,False,False,False
318,9,2,True,False,False
28,10,1,False,True,False
210,11,1,False,False,False
113,12,0,False,False,True
369,13,0,False,False,True
342,14,0,False,False,True
526,15,0,False,False,True
81,1,1,False,False,False
357,2,1,False,False,False
295,3,1,False,False,False
306,4,1,False,False,False
301,5,1,False,True,False
13,6,1,False,False,False
19,7,1,False,False,False
465,8,1,False,False,False
318,9,2,True,False,False
28,10,1,False,False,False
66,11,1,False,False,False
376,12,0,False,False,True
346,13,0,False,False,True
292,14,0,False,False,True
197,15,0,False,False,True
15,1,1,False,False,False
258,2,1,False,False,False
139,3,1,False,False,False
448,4,1,False,False,False
346,5,1,False,False,False
19,6,1,False,False,False
142,7,1,False,False,False
160,8,1,False,False,False
318,9,2,True,False,False
279,10,1,False,False,False
210,11,1,False,True,False
81,12,0,False,False,True
357,13,0,False,False,True
111,14,0,False,False,True
366,15,0,False,False,True
307,1,1,False,False,False
306,2,1,False,False,False
430,3,1,False,False,False
85,4,1,False,False,False
13,5,1,False,False,False
369,6,1,False,False,False
335,7,1,False,False,False
346,8,1,False,False,False
318,9,2,True,False,False
427,10,1,False,False,False
210,11,1,False,True,False
254,12,0,False,False,True
111,13,0,False,False,True
357,14,0,False,False,True
520,15,0,False,False,True
