id,position,multiplier,is_captain,is_vice_captain,is_substitute
281,1,1,False,False,False
357,2,1,False,False,False
448,3,1,False,False,False
306,4,1,False,False,False
19,5,1,False,False,False
293,6,1,False,False,False
311,7,1,False,False,False
335,8,1,False,False,False
80,9,1,False,False,False
427,10,1,False,True,False
318,11,2,True,False,False
81,12,0,False,False,True
346,13,0,False,False,True
342,14,0,False,False,True
295,15,0,False,False,True
376,1,1,False,False,False
268,2,1,False,False,False
306,3,1,False,False,False
357,4,1,False,False,False
295,5,1,False,False,False
26,6,1,False,False,False
13,7,1,False,False,False
301,8,1,False,False,False
356,9,1,False,True,False
427,10,1,False,False,False
318,11,2,True,False,False
254,12,0,False,False,True
195,13,0,False,False,True
346,14,0,False,False,True
45,15,0,False,False,True
376,1,1,False,False,False
357,2,1,False,False,False
306,3,1,False,False,False
26,4,1,False,False,False
258,5,1,False,False,False
261,6,1,False,False,False
465,7,1,False,False,False
160,8,1,False,False,False
28,9,1,False,True,False
318,10,2,True,False,False
427,11,1,False,False,False
254,12,0,False,False,True
111,13,0,False,False,True
346,14,0,False,False,True
295,15,0,False,False,True
376,1,1,False,False,False
357,2,1,False,False,False
306,3,1,False,False,False
146,4,1,False,False,False
268,5,1,False,False,False
167,6,1,False,False,False
314,7,1,False,False,False
261,8,1,False,True,False
13,9,1,False,False,False
318,10,2,True,False,False
427,11,1,False,False,False
254,12,0,False,False,True
80,13,0,False,False,True
346,14,0,False,False,True
45,15,0,False,False,True
254,1,1,False,False,False
146,2,1,False,False,False
306,3,1,False,False,False
357,4,1,False,False,False
160,5,1,False,False,False
369,6,1,False,False,False
301,7,1,False,False,False
13,8,1,False,False,False
468,9,1,False,False,False
318,10,2,True,False,False
28,11,1,False,True,False
113,12,0,False,False,True
210,13,0,False,False,True
342,14,0,False,False,True
33,15,0,False,False,True
376,1,1,False,False,False
306,2,1,False,False,False
377,3,1,False,False,False
357,4,1,False,False,False
465,5,1,False,False,False
13,6,1,False,False,False
19,7,1,False,False,False
301,8,1,False,True,False
318,9,2,True,False,False
28,10,1,False,False,False
66,11,1,False,False,False
81,12,0,False,False,True
346,13,0,False,False,True
295,14,0,False,False,True
197,15,0,False,False,True
81,1,1,False,False,False
306,2,1,False,False,False
357,3,1,False,False,False
457,4,1,False,False,False
19,5,1,False,False,False
293,6,1,False,False,False
314,7,1,False,False,False
160,8,1,False,False,False
279,9,1,False,True,False
28,10,1,False,False,False
318,11,2,True,False,False
182,12,0,False,False,True
313,13,0,False,False,True
346,14,0,False,False,True
448,15,0,False,False,True
307,1,1,False,False,False
357,2,1,False,False,False
306,3,1,False,False,False
430,4,1,False,False,False
293,5,1,False,False,False
13,6,1,False,False,False
335,7,1,False,True,False
369,8,1,False,False,False
427,9,1,False,False,False
28,10,1,False,False,False
318,11,2,True,False,False
254,12,0,False,False,True
346,13,0,False,False,True
85,14,0,False,False,True
313,15,0,False,False,True
